;home_id;timestamp;unix_time;date_local;time_local;utc_offset;T_out_avg_C;wind_avg_m_p_s;irradiation_hor_avg_W_p_m2;T_out_e_avg_C;T_in_avg_C;T_set_first_C;interval_s;gas_sup_avg_W;e_used_avg_W;e_returned_avg_W;e_remaining_heat_avg_W;sanity_frac;;
0;200060;2022-01-03 00:00:00;1641168000;2022-01-03;00:00:00;1,00;9,99;8,17;0,00;4,54;17,89;13,00;900;128;84;0;84;1;;
1;200060;2022-01-03 00:15:00;1641168900;2022-01-03;00:15:00;1,00;9,94;8,11;0,00;4,53;17,84;13,00;900;128;92;0;92;1;;
2;200060;2022-01-03 00:30:00;1641169800;2022-01-03;00:30:00;1,00;9,89;8,04;0,00;4,53;17,79;13,00;900;128;28;0;28;1;;
3;200060;2022-01-03 00:45:00;1641170700;2022-01-03;00:45:00;1,00;9,84;7,98;0,00;4,52;17,74;13,00;900;128;32;0;32;1;;
4;200060;2022-01-03 01:00:00;1641171600;2022-01-03;01:00:00;1,00;9,79;7,91;0,00;4,51;17,70;13,00;900;128;28;0;28;1;;
5;200060;2022-01-03 01:15:00;1641172500;2022-01-03;01:15:00;1,00;9,71;7,91;0,00;4,44;17,65;13,00;900;128;32;0;32;1;;
6;200060;2022-01-03 01:30:00;1641173400;2022-01-03;01:30:00;1,00;9,63;7,91;0,00;4,36;17,60;13,00;900;128;28;0;28;1;;
7;200060;2022-01-03 01:45:00;1641174300;2022-01-03;01:45:00;1,00;9,55;7,91;0,00;4,28;17,55;13,00;900;128;32;0;32;1;;
8;200060;2022-01-03 02:00:00;1641175200;2022-01-03;02:00:00;1,00;9,47;7,91;0,00;4,20;17,50;13,00;900;128;88;0;88;1;;
9;200060;2022-01-03 02:15:00;1641176100;2022-01-03;02:15:00;1,00;9,55;7,89;0,00;4,29;17,45;13,00;900;128;88;0;88;1;;
10;200060;2022-01-03 02:30:00;1641177000;2022-01-03;02:30:00;1,00;9,64;7,87;0,00;4,39;17,40;13,00;900;128;32;0;32;1;;
11;200060;2022-01-03 02:45:00;1641177900;2022-01-03;02:45:00;1,00;9,72;7,85;0,00;4,49;17,36;13,00;900;128;28;0;28;1;;
12;200060;2022-01-03 03:00:00;1641178800;2022-01-03;03:00:00;1,00;9,81;7,83;0,00;4,59;17,31;13,00;900;128;32;0;32;1;;
13;200060;2022-01-03 03:15:00;1641179700;2022-01-03;03:15:00;1,00;9,77;7,80;0,00;4,57;17,26;13,00;900;128;28;0;28;1;;
14;200060;2022-01-03 03:30:00;1641180600;2022-01-03;03:30:00;1,00;9,74;7,78;0,00;4,55;17,21;13,00;900;128;32;0;32;1;;
15;200060;2022-01-03 03:45:00;1641181500;2022-01-03;03:45:00;1,00;9,71;7,76;0,00;4,54;17,17;13,00;900;128;32;0;32;1;;
16;200060;2022-01-03 04:00:00;1641182400;2022-01-03;04:00:00;1,00;9,68;7,74;0,00;4,52;17,12;13,00;900;128;72;0;72;1;;
17;200060;2022-01-03 04:15:00;1641183300;2022-01-03;04:15:00;1,00;9,64;7,49;0,00;4,64;17,08;13,00;900;128;104;0;104;1;;
18;200060;2022-01-03 04:30:00;1641184200;2022-01-03;04:30:00;1,00;9,60;7,24;0,00;4,77;17,03;13,00;900;128;32;0;32;1;;
19;200060;2022-01-03 04:45:00;1641185100;2022-01-03;04:45:00;1,00;9,56;6,99;0,00;4,90;16,99;13,00;900;128;28;0;28;1;;
20;200060;2022-01-03 05:00:00;1641186000;2022-01-03;05:00:00;1,00;9,52;6,74;0,00;5,02;16,94;13,00;900;128;32;0;32;1;;
21;200060;2022-01-03 05:15:00;1641186900;2022-01-03;05:15:00;1,00;9,50;6,60;0,00;5,10;16,90;13,00;900;128;28;0;28;1;;
22;200060;2022-01-03 05:30:00;1641187800;2022-01-03;05:30:00;1,00;9,48;6,46;0,00;5,17;16,86;13,00;900;128;32;0;32;1;;
23;200060;2022-01-03 05:45:00;1641188700;2022-01-03;05:45:00;1,00;9,46;6,31;0,00;5,25;16,81;13,00;900;128;32;0;32;1;;
24;200060;2022-01-03 06:00:00;1641189600;2022-01-03;06:00:00;1,00;9,44;6,17;0,00;5,33;16,77;13,00;900;128;36;0;36;1;;
25;200060;2022-01-03 06:15:00;1641190500;2022-01-03;06:15:00;1,00;9,52;6,17;0,45;5,41;16,73;13,00;900;128;180;0;180;1;;
26;200060;2022-01-03 06:30:00;1641191400;2022-01-03;06:30:00;1,00;9,61;6,17;0,91;5,49;16,69;13,00;900;128;76;0;76;1;;
27;200060;2022-01-03 06:45:00;1641192300;2022-01-03;06:45:00;1,00;9,69;6,17;1,36;5,58;16,65;13,00;900;128;30;0;30;1;;
28;200060;2022-01-03 07:00:00;1641193200;2022-01-03;07:00:00;1,00;9,78;6,17;1,82;5,66;16,61;13,00;900;128;34;0;34;1;;
29;200060;2022-01-03 07:15:00;1641194100;2022-01-03;07:15:00;1,00;9,83;6,17;5,31;5,71;16,57;13,00;900;128;584;0;584;1;;
30;200060;2022-01-03 07:30:00;1641195000;2022-01-03;07:30:00;1,00;9,88;6,17;8,81;5,77;16,55;15,67;900;128;152;0;152;1;;
31;200060;2022-01-03 07:45:00;1641195900;2022-01-03;07:45:00;1,00;9,93;6,17;12,30;5,82;16,51;17,00;900;15128;44;0;44;1;;
32;200060;2022-01-03 08:00:00;1641196800;2022-01-03;08:00:00;1,00;9,98;6,17;15,80;5,87;16,78;17,00;900;15128;64;0;64;1;;
33;200060;2022-01-03 08:15:00;1641197700;2022-01-03;08:15:00;1,00;10,01;6,33;25,78;5,79;17,05;17,00;900;15128;184;0;184;1;;
34;200060;2022-01-03 08:30:00;1641198600;2022-01-03;08:30:00;1,00;10,04;6,50;35,76;5,71;17,32;17,00;900;11342;2036;0;2036;1;;
35;200060;2022-01-03 08:45:00;1641199500;2022-01-03;08:45:00;1,00;10,07;6,66;45,75;5,63;17,56;17,00;900;128;2024;0;2024;1;;
36;200060;2022-01-03 09:00:00;1641200400;2022-01-03;09:00:00;1,00;10,10;6,83;55,73;5,55;17,57;17,00;900;128;1520;0;1520;1;;
37;200060;2022-01-03 09:15:00;1641201300;2022-01-03;09:15:00;1,00;10,22;6,91;76,02;5,62;17,57;17,33;900;15128;136;0;136;1;;
38;200060;2022-01-03 09:30:00;1641202200;2022-01-03;09:30:00;1,00;10,35;7,00;96,32;5,68;17,85;18,00;900;15128;132;0;132;1;;
39;200060;2022-01-03 09:45:00;1641203100;2022-01-03;09:45:00;1,00;10,48;7,08;116,61;5,75;18,13;18,00;900;15128;160;0;160;1;;
40;200060;2022-01-03 10:00:00;1641204000;2022-01-03;10:00:00;1,00;10,60;7,17;136,91;5,82;18,42;17,50;900;128;232;0;232;1;;
41;200060;2022-01-03 10:15:00;1641204900;2022-01-03;10:15:00;1,00;10,57;7,36;134,97;5,66;18,41;17,50;900;128;392;0;392;1;;
42;200060;2022-01-03 10:30:00;1641205800;2022-01-03;10:30:00;1,00;10,53;7,54;133,04;5,50;18,41;17,50;900;128;472;0;472;1;;
43;200060;2022-01-03 10:45:00;1641206700;2022-01-03;10:45:00;1,00;10,50;7,73;131,11;5,35;18,40;17,50;900;128;64;0;64;1;;
